HouseholdID,StateRegion,Township,UrbanRural,SurveyDate,Year,HHSize,ChildrenUnder5,FemaleHeaded,WealthQuintile,HungerScore,HungerCategory,FCS,FCSCategory,DietDiversityScore,DietDiversityCategory,MonthlyFoodExpenditure,MonthlyIncome,ConflictShock,PriceShock,IDPStatus
HH01890,Bago,Township B,Urban,5/5/22,2022,4,4,Yes,Richest,3,Moderate,39,Acceptable,3,Low,49865,78394,No,No,No
HH01891,Mandalay,Aungmyay Thazan,Urban,10/26/22,2022,2,0,Yes,Richest,5,Severe,59,Acceptable,4,Medium,50798,105561,No,No,No
HH01892,Bago,Township A,Urban,3/17/22,2022,1,0,Yes,Poor,3,Moderate,47,Acceptable,6,Medium,45136,69211,No,Yes,No
HH01893,Ayeyarwady,Township A,Urban,3/8/22,2022,3,0,Yes,Poorest,1,Little/None,27,Borderline,5,Medium,70569,107503,No,No,No
HH01894,Bago,Township B,Rural,7/4/22,2022,1,0,No,Rich,4,Severe,33,Borderline,2,Low,51477,116381,No,Yes,No
HH01895,Mandalay,Aungmyay Thazan,Rural,4/12/22,2022,7,0,No,Poorest,3,Moderate,44,Acceptable,8,High,39207,90513,No,No,No
HH01896,Chin,Township B,Rural,11/8/22,2022,2,2,Yes,Rich,3,Moderate,52,Acceptable,4,Medium,36641,55905,Yes,No,No
HH01897,Mandalay,Amarapura,Urban,4/11/22,2022,5,3,No,Poorest,3,Moderate,49,Acceptable,8,High,89825,138230,No,Yes,No
HH01898,Chin,Township A,Rural,7/6/22,2022,1,1,No,Middle,3,Moderate,37,Acceptable,0,Low,28160,53419,No,No,No
HH01899,Magway,Township A,Rural,1/23/22,2022,1,1,No,Rich,3,Moderate,40,Acceptable,6,Medium,37058,81610,No,No,No
HH01900,Kayah,Township A,Urban,11/13/22,2022,6,2,Yes,Poorest,3,Moderate,45,Acceptable,6,Medium,91190,160140,No,No,No
HH01901,Nay Pyi Taw,Township A,Rural,1/26/22,2022,8,4,No,Poorest,3,Moderate,42,Acceptable,1,Low,44093,66714,No,No,No
HH01902,Ayeyarwady,Township B,Rural,1/17/22,2022,1,1,Yes,Rich,4,Severe,37,Acceptable,3,Low,49936,79731,No,No,No
HH01903,Chin,Township B,Urban,7/18/22,2022,7,1,No,Richest,2,Moderate,22,Borderline,4,Medium,68520,108000,No,Yes,No
HH01904,Chin,Township B,Urban,8/17/22,2022,8,4,Yes,Middle,3,Moderate,30,Borderline,5,Medium,86319,134181,Yes,No,No
HH01905,Tanintharyi,Township B,Urban,10/15/22,2022,7,0,Yes,Poor,2,Moderate,35,Acceptable,5,Medium,79513,134344,No,Yes,No
HH01906,Kayah,Township A,Rural,12/25/22,2022,6,3,Yes,Rich,2,Moderate,57,Acceptable,4,Medium,86995,129858,No,Yes,No
HH01907,Kayah,Township A,Rural,3/3/22,2022,8,2,No,Richest,1,Little/None,30,Borderline,5,Medium,49103,88555,No,Yes,No
HH01908,Kayah,Township B,Rural,8/10/22,2022,2,2,Yes,Rich,2,Moderate,35,Acceptable,2,Low,77584,119188,No,Yes,No
HH01909,Mon,Township A,Urban,2/18/22,2022,3,2,Yes,Richest,4,Severe,34,Borderline,2,Low,44505,108546,No,No,No
HH01910,Bago,Township A,Rural,5/6/22,2022,3,1,No,Middle,3,Moderate,37,Acceptable,3,Low,43995,63674,No,No,No
HH01911,Kayah,Township B,Urban,12/9/22,2022,6,2,Yes,Poorest,2,Moderate,39,Acceptable,1,Low,54455,129792,No,No,No
HH01912,Tanintharyi,Township B,Rural,8/27/22,2022,1,1,No,Richest,0,Little/None,38,Acceptable,6,Medium,51541,76559,No,Yes,No
HH01913,Ayeyarwady,Township A,Urban,6/16/22,2022,1,0,Yes,Poorest,3,Moderate,43,Acceptable,2,Low,47754,81756,No,No,No
HH01914,Chin,Township B,Rural,5/2/22,2022,8,1,Yes,Poor,2,Moderate,63,Acceptable,5,Medium,51143,79128,Yes,No,No
HH01915,Mandalay,Aungmyay Thazan,Rural,12/26/22,2022,5,0,Yes,Poorest,4,Severe,35,Acceptable,4,Medium,36883,72931,No,No,No
HH01916,Rakhine,Sittwe,Urban,12/9/22,2022,8,1,Yes,Poor,2,Moderate,39,Acceptable,4,Medium,84866,147819,No,Yes,No
HH01917,Nay Pyi Taw,Township B,Urban,8/3/22,2022,1,1,Yes,Poorest,3,Moderate,48,Acceptable,2,Low,63707,96893,No,Yes,No
HH01918,Tanintharyi,Township A,Urban,8/26/22,2022,2,2,Yes,Middle,3,Moderate,46,Acceptable,6,Medium,47351,72858,No,Yes,No
HH01919,Kayah,Township A,Rural,4/27/22,2022,8,0,Yes,Poor,2,Moderate,35,Acceptable,5,Medium,30947,75285,No,Yes,No
HH01920,Magway,Township A,Rural,10/11/22,2022,1,0,No,Middle,2,Moderate,29,Borderline,6,Medium,63792,137047,No,No,No
HH01921,Ayeyarwady,Township A,Rural,9/23/22,2022,6,2,Yes,Poor,2,Moderate,33,Borderline,1,Low,55076,80488,No,No,No
HH01922,Mandalay,Chanayethazan,Rural,10/18/22,2022,4,3,No,Poor,2,Moderate,39,Acceptable,3,Low,65526,109936,No,No,No
HH01923,Sagaing,Township B,Urban,7/27/22,2022,2,2,Yes,Rich,3,Moderate,23,Borderline,3,Low,48364,89683,Yes,Yes,No
HH01924,Chin,Township A,Urban,5/11/22,2022,1,0,No,Richest,2,Moderate,39,Acceptable,3,Low,64794,109671,No,No,No
HH01925,Rakhine,Sittwe,Urban,8/10/22,2022,4,2,No,Middle,4,Severe,23,Borderline,3,Low,74786,161930,No,No,No
HH01926,Chin,Township B,Urban,7/17/22,2022,1,1,No,Richest,2,Moderate,38,Acceptable,2,Low,69603,141062,No,No,No
HH01927,Magway,Township A,Urban,12/9/22,2022,5,4,Yes,Richest,5,Severe,37,Acceptable,1,Low,72024,157342,No,Yes,No
HH01928,Kayin,Township B,Urban,7/26/22,2022,5,3,Yes,Richest,2,Moderate,43,Acceptable,5,Medium,48774,105424,No,Yes,No
HH01929,Tanintharyi,Township A,Rural,8/9/22,2022,1,1,No,Rich,2,Moderate,20,Poor,8,High,40593,69150,No,No,No
HH01930,Tanintharyi,Township A,Rural,7/6/22,2022,4,4,Yes,Poorest,4,Severe,49,Acceptable,2,Low,26819,50469,No,No,No
HH01931,Mandalay,Chanayethazan,Rural,2/2/22,2022,8,2,Yes,Richest,2,Moderate,43,Acceptable,4,Medium,40500,72323,No,Yes,No
HH01932,Chin,Township A,Urban,2/15/22,2022,7,0,Yes,Poor,3,Moderate,46,Acceptable,4,Medium,47779,86499,Yes,Yes,No
HH01933,Rakhine,Maungdaw,Urban,11/23/22,2022,3,1,Yes,Rich,3,Moderate,43,Acceptable,5,Medium,86553,142292,No,No,No
HH01934,Chin,Township B,Rural,12/3/22,2022,3,0,Yes,Poor,3,Moderate,30,Borderline,4,Medium,24215,41029,Yes,No,No
HH01935,Nay Pyi Taw,Township B,Urban,1/6/22,2022,7,0,Yes,Middle,2,Moderate,32,Borderline,5,Medium,61415,93424,No,Yes,No
HH01936,Chin,Township A,Rural,11/22/22,2022,5,3,No,Poorest,1,Little/None,50,Acceptable,8,High,57122,92367,No,Yes,No
HH01937,Ayeyarwady,Township B,Urban,8/23/22,2022,4,1,No,Richest,3,Moderate,43,Acceptable,5,Medium,77126,145809,No,No,No
HH01938,Nay Pyi Taw,Township B,Rural,11/1/22,2022,4,0,Yes,Poorest,4,Severe,44,Acceptable,4,Medium,30809,46568,No,No,No
HH01939,Sagaing,Township A,Rural,12/1/22,2022,4,4,Yes,Poorest,2,Moderate,24,Borderline,4,Medium,24953,55068,Yes,Yes,Yes
HH01940,Chin,Township B,Urban,9/20/22,2022,5,0,Yes,Richest,1,Little/None,25,Borderline,5,Medium,43840,105506,Yes,No,Yes
HH01941,Chin,Township B,Urban,9/12/22,2022,6,1,No,Richest,2,Moderate,35,Acceptable,5,Medium,45462,79631,Yes,Yes,No
HH01942,Kachin,Township A,Rural,8/19/22,2022,1,0,No,Richest,3,Moderate,32,Borderline,6,Medium,44361,74306,No,No,No
HH01943,Nay Pyi Taw,Township A,Urban,9/13/22,2022,8,3,No,Poorest,4,Severe,36,Acceptable,3,Low,71167,141792,No,No,No
HH01944,Nay Pyi Taw,Township A,Rural,9/9/22,2022,3,1,Yes,Richest,2,Moderate,34,Borderline,6,Medium,65545,96981,No,No,No
HH01945,Sagaing,Township B,Urban,1/1/22,2022,7,3,No,Rich,2,Moderate,40,Acceptable,7,High,56120,131124,No,No,No
HH01946,Tanintharyi,Township B,Urban,4/6/22,2022,6,0,Yes,Rich,3,Moderate,42,Acceptable,3,Low,99762,144154,No,Yes,No
HH01947,Bago,Township B,Rural,3/13/22,2022,3,2,Yes,Rich,3,Moderate,36,Acceptable,5,Medium,52350,91998,No,No,No
HH01948,Kayin,Township A,Urban,11/19/22,2022,3,1,Yes,Middle,3,Moderate,29,Borderline,7,High,66244,105580,No,Yes,No
HH01949,Kayah,Township A,Urban,12/26/22,2022,1,0,No,Poorest,2,Moderate,43,Acceptable,7,High,108130,155344,No,No,No
HH01950,Kachin,Township B,Rural,4/1/22,2022,3,0,Yes,Rich,1,Little/None,29,Borderline,7,High,61783,90720,No,No,No
HH01951,Chin,Township A,Urban,5/22/22,2022,6,3,No,Richest,2,Moderate,53,Acceptable,6,Medium,70712,129231,No,No,No
HH01952,Magway,Township B,Urban,2/6/22,2022,7,2,Yes,Rich,2,Moderate,35,Acceptable,4,Medium,53274,108866,No,Yes,No
HH01953,Ayeyarwady,Township A,Rural,11/26/22,2022,3,0,Yes,Rich,0,Little/None,52,Acceptable,4,Medium,36691,83928,No,No,No
HH01954,Mandalay,Aungmyay Thazan,Urban,5/15/22,2022,8,0,Yes,Poorest,0,Little/None,39,Acceptable,4,Medium,77270,115550,No,No,No
HH01955,Kayah,Township A,Rural,3/8/22,2022,1,0,Yes,Rich,2,Moderate,43,Acceptable,3,Low,75498,123662,No,No,No
HH01956,Kayin,Township A,Urban,2/12/22,2022,2,2,No,Poorest,3,Moderate,47,Acceptable,0,Low,39996,99170,No,No,No
HH01957,Mon,Township A,Rural,2/25/22,2022,2,2,No,Poor,3,Moderate,47,Acceptable,6,Medium,44068,68121,No,No,No
HH01958,Tanintharyi,Township A,Rural,10/24/22,2022,8,3,Yes,Poorest,2,Moderate,37,Acceptable,4,Medium,32999,69972,No,No,No
HH01959,Mandalay,Aungmyay Thazan,Urban,6/8/22,2022,8,4,Yes,Poorest,3,Moderate,58,Acceptable,2,Low,69719,109335,No,No,No
HH01960,Bago,Township A,Rural,3/26/22,2022,5,2,No,Poorest,2,Moderate,38,Acceptable,3,Low,34719,79145,No,No,No
HH01961,Mandalay,Aungmyay Thazan,Urban,12/25/22,2022,8,1,Yes,Poorest,3,Moderate,35,Acceptable,2,Low,55164,97680,No,Yes,No
HH01962,Chin,Township B,Urban,11/27/22,2022,4,1,Yes,Poorest,3,Moderate,45,Acceptable,5,Medium,97576,142197,Yes,Yes,No
HH01963,Sagaing,Township A,Urban,12/28/22,2022,2,0,No,Middle,3,Moderate,40,Acceptable,3,Low,59090,104689,No,No,No
HH01964,Yangon,Hlaing,Urban,12/21/22,2022,1,0,Yes,Poor,4,Severe,38,Acceptable,4,Medium,68141,108933,No,No,No
HH01965,Sagaing,Township A,Urban,3/5/22,2022,8,3,No,Poor,2,Moderate,33,Borderline,8,High,37810,84503,No,Yes,No
HH01966,Tanintharyi,Township A,Urban,3/17/22,2022,2,1,No,Poorest,2,Moderate,51,Acceptable,4,Medium,68064,141062,No,No,No
HH01967,Bago,Township A,Urban,11/27/22,2022,1,1,Yes,Rich,2,Moderate,40,Acceptable,7,High,36933,76514,No,No,No
HH01968,Tanintharyi,Township B,Urban,10/18/22,2022,4,1,Yes,Poorest,3,Moderate,33,Borderline,5,Medium,57349,115838,No,No,No
HH01969,Mon,Township A,Rural,11/27/22,2022,2,1,No,Rich,2,Moderate,42,Acceptable,6,Medium,34461,61692,No,No,No
HH01970,Kachin,Township A,Urban,2/26/22,2022,1,1,Yes,Richest,2,Moderate,47,Acceptable,4,Medium,101826,146772,No,No,No
HH01971,Kayah,Township B,Rural,3/5/22,2022,2,0,Yes,Rich,2,Moderate,42,Acceptable,6,Medium,20567,48760,No,No,No
HH01972,Mandalay,Aungmyay Thazan,Rural,7/18/22,2022,6,3,No,Rich,2,Moderate,43,Acceptable,4,Medium,35923,62685,No,No,No
HH01973,Nay Pyi Taw,Township A,Rural,4/23/22,2022,7,1,Yes,Richest,2,Moderate,39,Acceptable,5,Medium,63805,119404,No,No,No
HH01974,Bago,Township B,Rural,1/10/22,2022,5,2,No,Poorest,3,Moderate,20,Poor,7,High,34474,61215,No,No,No
HH01975,Bago,Township B,Urban,11/10/22,2022,4,1,No,Middle,3,Moderate,50,Acceptable,6,Medium,61887,109118,No,Yes,No
HH01976,Rakhine,Maungdaw,Urban,8/7/22,2022,3,1,No,Poor,3,Moderate,27,Borderline,7,High,58770,109648,No,No,No
HH01977,Kayah,Township B,Urban,5/7/22,2022,7,1,No,Richest,2,Moderate,42,Acceptable,5,Medium,76380,118873,No,No,No
HH01978,Sagaing,Township A,Urban,11/17/22,2022,1,1,Yes,Richest,2,Moderate,32,Borderline,7,High,54376,86712,No,Yes,No
HH01979,Chin,Township B,Urban,11/20/22,2022,7,2,Yes,Poor,3,Moderate,56,Acceptable,4,Medium,66915,153067,No,No,No
HH01980,Nay Pyi Taw,Township A,Rural,8/6/22,2022,6,0,No,Richest,3,Moderate,40,Acceptable,5,Medium,67799,114132,No,Yes,No
HH01981,Chin,Township B,Urban,1/26/22,2022,4,0,Yes,Middle,2,Moderate,47,Acceptable,4,Medium,75871,140728,No,No,No
HH01982,Bago,Township A,Rural,12/9/22,2022,6,3,No,Richest,1,Little/None,37,Acceptable,4,Medium,61386,92645,No,No,No
HH01983,Magway,Township B,Rural,7/19/22,2022,5,2,Yes,Middle,3,Moderate,26,Borderline,8,High,45608,109763,No,No,No
HH01984,Bago,Township B,Rural,5/13/22,2022,7,4,No,Poorest,3,Moderate,25,Borderline,8,High,61828,109475,No,No,No
HH01985,Nay Pyi Taw,Township B,Urban,2/6/22,2022,6,2,No,Poorest,2,Moderate,31,Borderline,2,Low,59384,131044,No,No,No
HH01986,Nay Pyi Taw,Township A,Rural,10/10/22,2022,2,1,Yes,Rich,3,Moderate,45,Acceptable,2,Low,58910,123091,No,No,No
HH01987,Tanintharyi,Township B,Rural,7/10/22,2022,8,1,Yes,Poor,3,Moderate,35,Acceptable,3,Low,55680,105463,No,Yes,No
HH01988,Ayeyarwady,Township B,Urban,4/12/22,2022,2,1,Yes,Rich,2,Moderate,39,Acceptable,3,Low,92346,142948,No,Yes,No
HH01989,Ayeyarwady,Township B,Urban,11/9/22,2022,4,1,Yes,Rich,4,Severe,38,Acceptable,6,Medium,69976,138650,No,No,No
HH01990,Sagaing,Township B,Rural,4/23/22,2022,1,1,No,Poor,5,Severe,29,Borderline,4,Medium,61607,88425,No,No,No
HH01991,Kayah,Township A,Urban,9/21/22,2022,2,1,No,Poor,2,Moderate,60,Acceptable,2,Low,66718,138348,No,Yes,No
HH01992,Kayah,Township A,Rural,12/18/22,2022,8,0,No,Middle,4,Severe,32,Borderline,3,Low,56239,85774,No,Yes,No
HH01993,Tanintharyi,Township B,Urban,7/17/22,2022,8,2,No,Rich,3,Moderate,41,Acceptable,3,Low,72060,132920,No,Yes,No
HH01994,Magway,Township A,Urban,11/27/22,2022,1,1,No,Poor,2,Moderate,40,Acceptable,4,Medium,44183,80888,No,Yes,No
HH01995,Magway,Township B,Rural,3/19/22,2022,7,3,No,Rich,3,Moderate,31,Borderline,1,Low,39936,98829,No,Yes,No
HH01996,Magway,Township A,Urban,5/2/22,2022,1,1,Yes,Rich,2,Moderate,32,Borderline,4,Medium,55220,93839,No,No,No
HH01997,Kayah,Township A,Rural,6/21/22,2022,1,0,Yes,Poor,1,Little/None,42,Acceptable,7,High,26752,40641,No,No,No
HH01998,Rakhine,Sittwe,Urban,2/10/22,2022,3,2,No,Poor,3,Moderate,55,Acceptable,2,Low,56517,85139,Yes,Yes,No
HH01999,Mon,Township A,Urban,7/17/22,2022,2,1,Yes,Poorest,4,Severe,51,Acceptable,5,Medium,59295,108713,No,Yes,No
HH02000,Chin,Township B,Rural,6/23/22,2022,3,3,Yes,Poorest,2,Moderate,34,Borderline,5,Medium,54641,104272,No,Yes,No
HH02001,Yangon,South Okkalapa,Urban,6/5/22,2022,6,4,No,Poor,3,Moderate,36,Acceptable,6,Medium,87450,158115,No,No,No
HH02002,Kayin,Township A,Urban,11/23/22,2022,8,1,Yes,Richest,4,Severe,25,Borderline,1,Low,74828,139892,No,No,No
HH02003,Kayin,Township A,Rural,6/28/22,2022,8,1,No,Poor,2,Moderate,44,Acceptable,7,High,25080,50704,No,Yes,No
HH02004,Bago,Township B,Urban,9/12/22,2022,1,1,No,Poorest,2,Moderate,43,Acceptable,1,Low,68144,145056,No,No,No
HH02005,Mandalay,Chanayethazan,Urban,9/6/22,2022,7,4,No,Poorest,3,Moderate,64,Acceptable,3,Low,93597,171003,No,No,No
HH02006,Shan,Taunggyi,Urban,7/2/22,2022,2,0,No,Poorest,2,Moderate,43,Acceptable,3,Low,48301,114457,Yes,Yes,No
HH02007,Ayeyarwady,Township A,Urban,12/3/22,2022,8,3,No,Richest,2,Moderate,25,Borderline,4,Medium,78812,157422,No,No,No
HH02008,Shan,Muse,Rural,4/11/22,2022,8,2,Yes,Poor,3,Moderate,31,Borderline,6,Medium,30113,43444,Yes,No,No
HH02009,Yangon,Insein,Urban,3/23/22,2022,1,0,No,Middle,2,Moderate,37,Acceptable,6,Medium,75329,119279,No,No,No
HH02010,Tanintharyi,Township A,Urban,3/24/22,2022,6,3,Yes,Rich,2,Moderate,47,Acceptable,4,Medium,79120,114498,No,Yes,No
HH02011,Nay Pyi Taw,Township B,Urban,6/21/22,2022,1,1,Yes,Rich,4,Severe,46,Acceptable,5,Medium,100975,157960,No,No,No
HH02012,Chin,Township A,Urban,9/2/22,2022,5,3,No,Middle,1,Little/None,48,Acceptable,7,High,117464,181542,Yes,Yes,No
HH02013,Tanintharyi,Township A,Rural,2/21/22,2022,6,1,Yes,Poorest,2,Moderate,42,Acceptable,4,Medium,54236,85675,No,Yes,No
HH02014,Bago,Township A,Rural,11/2/22,2022,5,3,Yes,Richest,2,Moderate,38,Acceptable,7,High,17548,40270,No,No,No
HH02015,Magway,Township B,Rural,2/11/22,2022,5,3,Yes,Middle,3,Moderate,43,Acceptable,2,Low,24871,39970,No,Yes,No
HH02016,Mon,Township A,Urban,11/22/22,2022,2,1,Yes,Rich,4,Severe,49,Acceptable,4,Medium,41202,59118,No,No,No
HH02017,Sagaing,Township A,Urban,10/25/22,2022,6,2,No,Middle,2,Moderate,26,Borderline,6,Medium,63303,100609,Yes,No,Yes
HH02018,Yangon,South Okkalapa,Urban,10/11/22,2022,8,4,No,Middle,2,Moderate,37,Acceptable,4,Medium,59911,114531,No,No,No
HH02019,Kachin,Township B,Urban,3/1/22,2022,5,1,No,Poor,2,Moderate,42,Acceptable,5,Medium,61548,112455,No,No,No
HH02020,Kayah,Township B,Urban,3/24/22,2022,2,0,No,Poorest,2,Moderate,42,Acceptable,6,Medium,67082,116291,No,No,No
HH02021,Mon,Township A,Rural,10/13/22,2022,8,4,No,Rich,4,Severe,25,Borderline,4,Medium,50281,91167,No,Yes,No
HH02022,Mandalay,Chanayethazan,Urban,2/6/22,2022,7,3,No,Poor,3,Moderate,54,Acceptable,2,Low,75915,153625,No,Yes,No
HH02023,Mon,Township A,Urban,8/21/22,2022,7,0,No,Middle,1,Little/None,46,Acceptable,2,Low,44967,111724,No,No,No
HH02024,Mandalay,Amarapura,Rural,11/18/22,2022,7,2,Yes,Poor,2,Moderate,44,Acceptable,2,Low,57105,89645,No,No,No
HH02025,Rakhine,Maungdaw,Urban,2/20/22,2022,2,2,No,Middle,2,Moderate,42,Acceptable,5,Medium,80164,120599,Yes,Yes,No
HH02026,Yangon,North Dagon,Urban,4/4/22,2022,3,0,Yes,Poorest,2,Moderate,43,Acceptable,7,High,53432,120061,No,No,No
HH02027,Tanintharyi,Township A,Rural,8/26/22,2022,7,2,No,Richest,1,Little/None,51,Acceptable,7,High,26395,48871,No,No,No
HH02028,Shan,Muse,Rural,1/23/22,2022,1,0,Yes,Rich,2,Moderate,43,Acceptable,6,Medium,34603,52711,No,No,No
HH02029,Sagaing,Township B,Rural,8/13/22,2022,5,4,No,Richest,2,Moderate,28,Borderline,2,Low,54490,84698,No,Yes,No
HH02030,Kayah,Township B,Urban,7/12/22,2022,7,0,No,Middle,2,Moderate,44,Acceptable,8,High,57632,114989,No,Yes,No
HH02031,Bago,Township A,Rural,6/23/22,2022,4,3,Yes,Poorest,2,Moderate,41,Acceptable,2,Low,57396,88414,No,No,No
HH02032,Bago,Township B,Rural,10/6/22,2022,8,3,Yes,Poorest,1,Little/None,31,Borderline,1,Low,22974,47327,No,No,No
HH02033,Mon,Township B,Urban,10/23/22,2022,7,1,No,Poor,3,Moderate,43,Acceptable,5,Medium,62771,112456,No,Yes,No
HH02034,Tanintharyi,Township B,Urban,3/12/22,2022,6,0,Yes,Richest,2,Moderate,46,Acceptable,5,Medium,103394,189067,No,Yes,No
HH02035,Bago,Township A,Rural,5/8/22,2022,2,1,No,Richest,1,Little/None,37,Acceptable,4,Medium,82290,119685,No,No,No
HH02036,Mandalay,Amarapura,Rural,10/13/22,2022,6,2,No,Rich,3,Moderate,28,Borderline,5,Medium,60615,91650,No,Yes,No
HH02037,Tanintharyi,Township B,Rural,12/8/22,2022,5,2,Yes,Middle,2,Moderate,50,Acceptable,2,Low,49383,88081,No,No,No
HH02038,Bago,Township A,Urban,12/28/22,2022,5,2,No,Middle,3,Moderate,31,Borderline,0,Low,67066,139536,No,Yes,No
HH02039,Nay Pyi Taw,Township B,Rural,5/1/22,2022,3,1,Yes,Poorest,3,Moderate,43,Acceptable,5,Medium,35581,56096,No,No,No
HH02040,Mandalay,Chanayethazan,Urban,10/24/22,2022,8,1,No,Poorest,3,Moderate,39,Acceptable,2,Low,61869,114618,No,Yes,No
HH02041,Kayah,Township A,Rural,3/2/22,2022,3,0,No,Poorest,3,Moderate,45,Acceptable,9,High,26223,54610,No,No,No
HH02042,Sagaing,Township B,Urban,5/21/22,2022,7,2,No,Rich,1,Little/None,43,Acceptable,4,Medium,67588,135310,No,Yes,No
HH02043,Shan,Taunggyi,Urban,4/1/22,2022,1,1,No,Richest,2,Moderate,32,Borderline,5,Medium,99759,148017,No,Yes,No
HH02044,Nay Pyi Taw,Township A,Urban,12/20/22,2022,4,4,Yes,Poorest,2,Moderate,36,Acceptable,5,Medium,80088,114495,No,Yes,No
HH02045,Yangon,North Dagon,Urban,3/25/22,2022,2,0,No,Middle,1,Little/None,51,Acceptable,5,Medium,52549,129872,No,No,No
HH02046,Ayeyarwady,Township B,Rural,4/11/22,2022,6,3,Yes,Richest,2,Moderate,49,Acceptable,4,Medium,35942,66490,No,No,No
HH02047,Shan,Taunggyi,Urban,2/9/22,2022,6,4,No,Poor,1,Little/None,33,Borderline,6,Medium,72262,103671,Yes,Yes,No
HH02048,Kayah,Township A,Urban,9/18/22,2022,6,0,Yes,Middle,2,Moderate,49,Acceptable,3,Low,45196,102484,No,No,No
HH02049,Chin,Township B,Urban,11/24/22,2022,3,0,Yes,Poor,5,Severe,50,Acceptable,7,High,72771,149214,Yes,Yes,No
HH02050,Chin,Township A,Urban,5/8/22,2022,8,4,No,Richest,4,Severe,28,Borderline,2,Low,53657,104739,No,No,No
HH02051,Rakhine,Maungdaw,Urban,1/18/22,2022,6,1,No,Rich,2,Moderate,37,Acceptable,5,Medium,58833,126273,No,No,No
HH02052,Kayin,Township A,Rural,8/10/22,2022,2,1,No,Poor,3,Moderate,38,Acceptable,4,Medium,19830,47301,No,No,No
HH02053,Sagaing,Township A,Rural,1/5/22,2022,4,4,No,Poorest,3,Moderate,33,Borderline,3,Low,47468,94791,Yes,No,No
HH02054,Sagaing,Township B,Rural,6/6/22,2022,8,2,Yes,Poor,4,Severe,42,Acceptable,5,Medium,36852,91003,Yes,No,Yes
HH02055,Shan,Taunggyi,Urban,3/1/22,2022,3,2,No,Richest,3,Moderate,29,Borderline,5,Medium,71507,119255,No,Yes,No
HH02056,Nay Pyi Taw,Township A,Urban,1/8/22,2022,4,2,No,Rich,2,Moderate,48,Acceptable,7,High,64652,122034,No,No,No
HH02057,Yangon,Hlaing,Rural,8/12/22,2022,1,1,No,Poor,3,Moderate,39,Acceptable,8,High,19143,45979,No,No,No
HH02058,Mon,Township B,Rural,4/24/22,2022,1,0,No,Middle,3,Moderate,49,Acceptable,4,Medium,45545,78866,No,Yes,No
HH02059,Kayah,Township A,Urban,12/19/22,2022,5,3,Yes,Poor,1,Little/None,44,Acceptable,6,Medium,38547,92637,No,Yes,No
HH02060,Sagaing,Township A,Urban,3/18/22,2022,5,3,Yes,Richest,2,Moderate,35,Acceptable,8,High,87772,142409,No,No,No
HH02061,Nay Pyi Taw,Township A,Urban,8/23/22,2022,3,1,Yes,Middle,2,Moderate,37,Acceptable,4,Medium,68745,100542,No,Yes,No
HH02062,Tanintharyi,Township A,Rural,12/14/22,2022,5,4,No,Poorest,2,Moderate,31,Borderline,5,Medium,35539,58844,No,No,No
HH02063,Magway,Township B,Rural,5/14/22,2022,2,2,Yes,Middle,3,Moderate,43,Acceptable,2,Low,38440,78962,No,Yes,No
HH02064,Tanintharyi,Township A,Rural,3/26/22,2022,8,1,No,Richest,4,Severe,55,Acceptable,8,High,52213,88316,No,No,No
HH02065,Kayah,Township A,Urban,6/20/22,2022,1,1,No,Rich,3,Moderate,49,Acceptable,3,Low,84420,139896,No,No,No
HH02066,Sagaing,Township B,Urban,4/16/22,2022,4,1,No,Richest,2,Moderate,48,Acceptable,6,Medium,59533,142472,No,Yes,No
HH02067,Kayin,Township A,Urban,2/3/22,2022,1,0,No,Richest,1,Little/None,42,Acceptable,1,Low,59999,146173,No,Yes,No
HH02068,Yangon,North Dagon,Rural,12/20/22,2022,1,0,No,Poorest,0,Little/None,48,Acceptable,5,Medium,56027,86632,No,No,No
HH02069,Magway,Township B,Urban,11/8/22,2022,3,2,Yes,Richest,2,Moderate,31,Borderline,6,Medium,69765,101941,No,No,No
HH02070,Mon,Township B,Rural,3/20/22,2022,6,0,No,Poorest,3,Moderate,43,Acceptable,2,Low,63028,119434,No,Yes,No
HH02071,Kayin,Township B,Rural,12/9/22,2022,4,1,No,Poor,2,Moderate,58,Acceptable,9,High,60778,125779,No,Yes,No
HH02072,Tanintharyi,Township B,Urban,3/4/22,2022,7,1,No,Middle,0,Little/None,19,Poor,7,High,58769,109778,No,No,No
HH02073,Sagaing,Township B,Urban,4/24/22,2022,1,0,Yes,Middle,3,Moderate,42,Acceptable,3,Low,64576,95980,Yes,No,No
HH02074,Kachin,Township B,Rural,9/20/22,2022,6,0,No,Rich,2,Moderate,42,Acceptable,7,High,65177,99070,No,Yes,No
HH02075,Kayin,Township A,Rural,10/22/22,2022,7,4,No,Poorest,1,Little/None,32,Borderline,6,Medium,42445,74137,No,No,No
HH02076,Ayeyarwady,Township B,Urban,11/15/22,2022,8,2,Yes,Rich,2,Moderate,57,Acceptable,8,High,59326,127693,No,No,No
HH02077,Rakhine,Sittwe,Urban,10/24/22,2022,6,3,Yes,Middle,3,Moderate,46,Acceptable,8,High,55485,106455,Yes,No,No
HH02078,Shan,Taunggyi,Urban,6/19/22,2022,3,0,No,Poorest,4,Severe,47,Acceptable,2,Low,51749,112200,No,Yes,No
HH02079,Kayah,Township A,Urban,1/21/22,2022,6,4,Yes,Poor,3,Moderate,42,Acceptable,2,Low,53496,110181,No,No,No
